,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
24990,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,282848,tt2986512,en,Doctor Who: The Time of the Doctor,"Orbiting a quiet backwater planet, the massed forces of the universe's deadliest species gather, drawn to a mysterious message that echoes out to the stars. And amongst them, the Doctor. Rescuing Clara from a family Christmas dinner, the Time Lord and his best friend must learn what this enigmatic signal means for his own fate and that of the universe.",3.331914,/pEFGnBK6Kd4sqbkz7nMo3s4oyi2.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2013-12-25,0.0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A change is going to come...,Doctor Who: The Time of the Doctor,False,8.4,61.0
42326,False,,0,"[{'id': 27, 'name': 'Horror'}]",,419371,tt4241824,en,Abbey Grace,"When Stacy's mom dies, Stacey puts her life and career on hold and returns to her childhood home to take care of her OCD agorophobic brother Ben who hasn't been out of the house for 23 years only to find out the house they grew up in harbors a disturbing secret.",0.368931,/mYwbrf2Vqpx99kL8k7MxGH2RCRn.jpg,[],[],2016-04-01,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Abbey Grace,False,5.0,5.0
44853,False,"{'id': 107465, 'name': 'Six Degrees of Celebration Collection', 'poster_path': '/5R04hB4dqWc85sgiZd0lmvKuzb1.jpg', 'backdrop_path': '/6pYccSVUe9sWdmfJ6l92oGbZrnf.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,248747,tt3121434,ru,Yolki 3,"And again a heroes of ""Yolki"" series are ready and prepared for a New Year.",1.062573,/q8VFEJF3U3U5BR8PAqBQpzSioAi.jpg,"[{'name': 'Bazelevs Production', 'id': 1038}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2013-12-26,0.0,97.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Six Degrees of Celebration 3,False,6.3,11.0
13305,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,260528,tt0263366,fy,De fûke,Frisian movie from 2004,0.00118,/ilQKTpWryejN7yHJfzMF85A7p3K.jpg,[],[],2000-04-20,0.0,90.0,"[{'iso_639_1': 'fy', 'name': ''}]",Released,,De fûke,False,0.0,0.0
12446,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",http://www.diefaelscher.at/,7862,tt0813547,de,Die Fälscher,"The story Jewish counterfeiter, Salomon Sorowitsch, coerced into assisting the Nazi operation of the Sachsenhausen concentration camp during World War II.",9.637382,/bRQddrgVemZtFdnrPy9AxTpkhpj.jpg,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Babelsberg Film GmbH', 'id': 424}, {'name': 'Magnolia Filmproduktion', 'id': 2169}, {'name': 'Filmförderung Hamburg', 'id': 2406}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Josef Aichholzer Filmproduktion', 'id': 10746}, {'name': 'Beta Cinema', 'id': 44113}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2007-02-09,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Counterfeiters,False,7.3,145.0
18808,False,"{'id': 413946, 'name': 'Gamma One Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 878, 'name': 'Science Fiction'}]",,28912,tt0059914,it,I criminali della galassia,"A rogue cop must stop a scientist from taking over the world with his deadly female robots, who are shrinking the world leaders.",0.987971,/i0ID24xiWM3UlSRDwv2NXQ0DFtw.jpg,"[{'name': 'Southern Cross Feature Film Company', 'id': 6176}, {'name': 'Mercury Film International', 'id': 20562}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1965-01-01,0.0,93.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,WILD is the Word For This World!,"Wild, Wild Planet",False,4.0,4.0
8597,False,,115,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",,36583,tt0059549,en,Operation Crossbow,Allied agents infiltrate the Nazi rocket complex at Peenemunde in order to obtain their secrets and sabotage the plant.The film alternates between German developments of the V-1 missile and V-2 rocket (with a German cast speaking their own language) and discovery by British Intelligence of the weapon.,2.375904,/tlBmBuQvM00XTHskJOzA7AFAtD2.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1965-04-01,0.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Sabotage of Hitler's ingenious weapons of mass destruction...the V1 and V2 rockets!,Operation Crossbow,False,5.9,20.0
22748,False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,87358,tt0065850,en,Hornet's Nest,An American commando who's the sole survivor of a parachute jump into WWII-era Italy leads a group of children in a campaign of sabotage against the Nazis.,0.188856,/ePLNW83KRROhUx2RTyrWYIao5K9.jpg,[],[],1970-09-08,0.0,110.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Hornet's Nest,False,6.2,3.0
12873,False,"{'id': 17368, 'name': 'The Sisterhood of the Traveling Pants Collection', 'poster_path': '/kq1Hu7CmNyKJ5XTW5BK9yqOlQfi.jpg', 'backdrop_path': '/u0kYMfyYCEKuWvf3zZLorEhUKzR.jpg'}",27000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,10188,tt1018785,en,The Sisterhood of the Traveling Pants 2,"Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other.",4.631978,/elSah7pN2ZeEOtscSu5WWGQinHH.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-06,44352417.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some friends just fit together.,The Sisterhood of the Traveling Pants 2,False,6.1,244.0
24876,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",,41077,tt0083931,hu,Fehérlófia,"The story’s main character is Fehérlófia, who is a man with superhuman power. He is born as the third son of a horse. He listened to old tales, mostly about the Forefather and the end of his reign, caused by evil dragons.",0.014473,/7FcF271Yw2YPdiHIOrEFICftPXx.jpg,"[{'name': 'Pannónia Filmstúdió', 'id': 48669}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}]",1981-10-22,0.0,81.0,"[{'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Son of the White Mare,False,7.5,12.0
42818,False,"{'id': 473845, 'name': 'Midnight Diner Collection', 'poster_path': '/6IIUCJRdxauYV9fIewly9I9tKWD.jpg', 'backdrop_path': '/v6ATYNxP6rZTUldHw3D3El0KpS6.jpg'}",0,"[{'id': 18, 'name': 'Drama'}]",,309028,tt3958276,ja,深夜食堂,"Every night, Master (Kaoru Kobayashi) is busy with customers at the restaurant he runs. He has a worried face, looking at the funerary urn which someone left at his restaurant. His customers also talk about the funerary urn.",2.094312,/8rohjcs3efZBcx8Sgn6Q6UzSLmA.jpg,"[{'name': 'Toei Company', 'id': 9255}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2014-11-10,0.0,119.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Midnight Diner,False,7.6,10.0
20592,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",http://tv.disney.go.com/disneychannel/originalmovies/starstruck/?int_cmp=dcom_sta_dcom_tv_nav_ico__I,35558,tt1579247,en,StarStruck,"Jessica Olsen goes to Los Angeles with nothing more in mind that visiting her grandparents while her sister tries to meet Christopher Wilde. One night she meets Christopher Wilde. They go an an adventure around Los Angeles and start to like each other. When Jessica returns home, Christopher, on national TV, says he doesn't know her, and never met her.",5.458241,/vwEYqxMzppAGsT8vS4iEARJkE7N.jpg,"[{'name': 'Disney Channel', 'id': 3213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-14,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,StarStruck,False,6.3,231.0
17170,False,,0,"[{'id': 18, 'name': 'Drama'}]",,80560,tt0067961,en,Wanda,"Wanda, after a string of abusive relationships, abandons her family and seeks solace in the company of a petty criminal (Michael Higgins).",0.337334,/i6tVZkMfLk7qHb5qlOQ1eFTbME9.jpg,"[{'name': 'Foundation for Filmakers', 'id': 14557}, {'name': 'Televentures', 'id': 14558}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1970-09-01,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wanda,False,6.7,9.0
40282,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,119374,tt0210971,en,A Selva,"Young man, of Portuguese nobility ascendancy, starts working in a rubber plantation in the Amazon, in 1912, and falls in love with pretty Yayá, a married woman.",1.20019,/5HhG73aTFBOukLKDX9YgxUUZu3Y.jpg,"[{'name': 'CCFBR Produções', 'id': 10047}, {'name': 'Instituto do Cinema, Audiovisual e Multimédia (ICAM)', 'id': 16418}, {'name': 'Lotus Filmes', 'id': 16537}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2002-11-01,0.0,105.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,The Forest,False,5.0,2.0
43805,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,411005,tt5952306,zh,Yi lu shun feng,"A Taiwanese drug mule hires an eccentric cab driver to take him down South so that he can deliver bags of heroin. Things don't go quite to plan as the worst impulses of man plague everyone and everything, and the moments of brevity are so important among the torture and sadism.",0.840211,/bMHFIktReP2w6dxneCYgLpcRWIQ.jpg,[],"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2016-11-18,0.0,111.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Godspeed,False,6.3,4.0
5069,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,39543,tt0081176,fr,Mon oncle d'Amérique,"The didactic film is built around the ideas of French physician, writer and philosopher Henri Laborit, who plays himself in the film. It uses the stories of three people to illustrate Laborit's theories on evolutionary psychology regarding the relationship of self and society.",6.545371,/5wJDmYErVBv0DOAIQA3RQWQxKO3.jpg,"[{'name': 'Philippe Dussart', 'id': 8276}, {'name': 'TF1', 'id': 22123}, {'name': 'Andrea Films', 'id': 23666}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1980-05-21,0.0,125.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Mon Oncle d'Amérique,False,7.4,19.0
45193,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,104810,tt0171408,en,Iyulskiy Dozhd,"A woman is forced to examine the emptiness of her life in this stark drama from the Soviet Union. Lena (Yevgenya Uralova) is a woman in her late twenties who loves her boyfriend (Aleksandr Belyavsky) but in time comes to see that their relationship serves no useful function. What's more, she sees that her friends are for the most part empty-headed lackeys, causing her to wonder just what is the point of her life.",0.425701,/3Twurpqx464mSCnHJmONjKHoaNm.jpg,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1966-06-06,0.0,107.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,July Rain,False,5.3,3.0
28055,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,289333,tt3958494,en,Jim Jefferies: BARE,"Smart, crude, and in-your-face, Australian comic/actor/equal-opportunity-offender Jim Jefferies is not for the faint of heart. Whether he is lampooning gun control, auditioning disabled actors, or over-sharing sexual experiences, the FXX ""Legit"" star proves nothing is out of bounds and even less, off limits. Filmed during the Boston run of his recent stand up tour.",1.62502,/1rlGWW1UXQprOxzNzGn91SKmiHK.jpg,"[{'name': 'Netflix', 'id': 59811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-29,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can't unsee this,Jim Jefferies: BARE,False,7.7,35.0
11406,False,,4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,9809,tt0454987,en,Let's Go to Prison,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",3.856827,/b3LSRWmtuybqXaL7WJoai1AhscN.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-11-17,4630045.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Welcome to the slammer,Let's Go to Prison,False,5.5,70.0
36271,False,"{'id': 37261, 'name': 'The Carry On Collection', 'poster_path': '/2P0HNrYgKDvirV8RCdT1rBSJdbJ.jpg', 'backdrop_path': '/38tF1LJN7ULeZAuAfP7beaPMfcl.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,19252,tt0069847,en,Carry On Abroad,"A group of holidaymakers head for the Spanish resort of Elsbels for a 4-day visit. When they get there, they find the Hotel still hasn't been finished being built, and the weather is awful. And there is something strange about the staff. They all look very similar. To top it all off, the weather seems to be having an adverse affect on the Hotel's foundations...",2.102139,/zMIfEFRgvmu6mF53TOQmtd0xChh.jpg,"[{'name': 'The Rank Organisation', 'id': 364}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1972-12-01,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The holiday of a laughtime!,Carry On Abroad,False,6.1,27.0
21925,False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",http://www.pixar.com/short_films/Theatrical-Shorts/The-Blue-Umbrella,200481,tt2616880,en,The Blue Umbrella,"It is just another evening commute until the rain starts to fall, and the city comes alive to the sound of dripping rain pipes, whistling awnings and gurgling gutters.",6.568023,/oN0Ry08rfTOniGkyTc2XjUm2Cnl.jpg,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-02-12,0.0,7.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Blue Umbrella,False,7.8,183.0
36313,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",http://www.agnivarsha.com,97350,tt0326722,hi,अग्नि वर्षा,"The film is Based on an incident from the Mahabharata and also made as a play on a Girish Karnad titled Fire in the Rain. The film features Amitabh Bachchan in a cameo appearance as Lord Indra. Jackie Shroff plays the main lead in the film as Puravasu the head priest, Raveena playing the role of his unfaithful wife in love with Yavakri. Nagarjuna played Yavakri the priest's jealous rival and Prabhudeva as a demon who kills Yavakri. While Milind Soman plays the younger brother of Jackie Shroff as Aravasu, the female lead opposite Milind is played by Sonali Kulkarni.",0.047908,/x7nRbBAxh0NMwDivQenEAJ63Mr3.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2002-08-30,25049.0,130.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,An Epic Tale of Love & Scrifice,Agnivarsha: The Fire and the Rain,False,5.0,1.0
32286,False,,0,[],,270616,tt0212885,en,"Come On, Get Happy: The Partridge Family Story","The behind the scenes story of ""The Partridge Family"" TV show, told from the point of view of young Danny Bonaduce. Problems include Danny's jealous father, David Cassidy's overnight fame, and even conflicts with the Brady Bunch!",0.004754,/cypnUoJLPiYvKx6dEHy0sx78ls0.jpg,[],[],1999-01-01,0.0,100.0,[],Released,,"Come On, Get Happy: The Partridge Family Story",False,0.0,0.0
4263,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 10749, 'name': 'Romance'}]",,34899,tt0224578,vi,Mùa hè chiều thẳng đứng,"Hanoi comes across almost picture-perfect in director Tran Anh Hung's beautiful, elegiac tale about the lives and loves of three Vietnamese sisters. A mood characteristic of Hung's films is set early on with the vivid sounds of birds, insects and water and the way the lighting enhances the subtle use of color. They all combine to gem-like effect here.",0.864406,/1F6EzS2zdT3jy1cIYWbYffkYVbF.jpg,"[{'name': 'ARTE France Cinéma', 'id': 94}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Canal+', 'id': 5358}, {'name': 'Hang Phim Truyen', 'id': 7753}, {'name': 'Lazennec Films', 'id': 7754}]","[{'iso_3166_1': 'VN', 'name': 'Vietnam'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2000-05-24,0.0,112.0,"[{'iso_639_1': 'vi', 'name': 'Tiếng Việt'}]",Released,,The Vertical Ray of the Sun,False,6.7,17.0
20465,False,"{'id': 135014, 'name': 'Åsa-Nisse Collection', 'poster_path': '/idWAV3BI2DPV46tPa4sY6R87hCx.jpg', 'backdrop_path': '/vG8gVwV2PK3fSR00xnc8jdQ7qMK.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,56991,tt1609808,sv,Åsa-Nisse - Wälkom to Knohult,"In Knohult things havn't changed much. Eulalia is tired of Nisse who's engaged in all sorts of inventions in his workshop or poaching in the forest rather than to repair the water pump. When Eulalia in protest begins swimming in soft drinks and water the plants with spirit Åsa-Nisse sees nothing else to do but to repair the pump. As with all his inventions he adds a few extra features ... When he starts the machine the ground rumbles and up comes oil instead of water! Now, not only Åsa-Nisse, but the whole Knohult sees their chance to become wealthy! But ""Dunderpumpen"", as he calles the invention, turns out to be stronger than anyone had imagined, and when shady Scanian oil magnates with support of the Swedish government wants their share of the pie Knohult declares themselves a republic...",0.726197,/qCBbe1olen9Y052DTNqJwIRGsX.jpg,"[{'name': 'Nordisk Film', 'id': 235}, {'name': 'Film i Väst', 'id': 6417}, {'name': 'TV4 Sweden AB', 'id': 8267}, {'name': 'Modern Studios', 'id': 10909}, {'name': 'Strix Drama AB', 'id': 10910}, {'name': 'Lester Film', 'id': 10911}, {'name': 'LiteGrip AB', 'id': 10912}, {'name': 'Fido Film AB', 'id': 10913}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2011-02-11,0.0,89.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Åsa-Nisse - Welcome to Knohult,False,3.9,6.0
2337,False,,37000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,10658,tt0091225,en,Howard the Duck,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,10.722672,/f2pj3SSj1GdFSrS5bUojT56umL6.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-08-01,37962774.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,You will believe that a duck can talk.,Howard the Duck,False,5.1,227.0
32330,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,31410,tt0090257,cs,Vesničko má středisková,"The movie's main storyline follows the life of Otík, a mentally retarded young man, in a tight-knit village community. The sweet-tempered Otík works as an assistant truck driver with Mr. Pávek, his older colleague and practical-minded neighbor. Pávek's family takes care of Otík, whose parents are dead. However, the two coworkers become at odds over Otík's inability to perform even the simplest tasks. Pávek demands that Otík be transferred to assist another driver, who happens to be a choleric and suspicious man named Turek (Turk in Czech). Rather than work with Turek, Otík decides to accept an offer of employment in Prague, but finds he does not fit in to the city life. After discovering that the transfer of Otík to Prague was a trick by a crooked politician to get a deal on Otík's large inherited house, Pávek agrees to give Otík a second chance and retrieves him from the city to resume their work together.",1.662033,/1dg4WVUgHqEv3NWercTEXRkwwFA.jpg,[],"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",1985-08-01,0.0,98.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'sk', 'name': 'Slovenčina'}]",Released,,My Sweet Little Village,False,7.5,21.0
15469,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",,166677,tt0470764,en,The Flight That Fought Back,A docudrama about the efforts of the passengers aboard United Airlines Flight 93 to derail the 9/11 terrorists plan for the hijacked airliner.,0.037647,/xHVmgQjBIPWWW34Tpjc6tRF8Mbo.jpg,"[{'name': 'Discovery Channel', 'id': 6790}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-12-31,0.0,95.0,[],Released,,The Flight That Fought Back,False,1.0,1.0
6621,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.clubcultura.com/clubcine/clubcineastas/isabelcoixet/mividasinmi/index.htm,20,tt0314412,en,My Life Without Me,A Pedro Almodovar production in which a fatally ill mother with only two months to live creates a list of things she wants to do before she dies with out telling her family of her illness.,10.310508,/vVj92VBFUBzjqzLvBiPVVlJDp78.jpg,"[{'name': 'El Deseo', 'id': 49}, {'name': 'Milestone Productions', 'id': 77}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2003-03-07,9726954.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,My Life Without Me,False,7.2,78.0
8188,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,26108,tt0368658,en,Stage Beauty,"Humble Maria, who outfits top London theater star Ned Kynaston, takes none of the credit for the male actor's success at playing women. And because this is the 17th century, Maria, like other females, is prohibited from pursuing her dream of acting. But when powerful people support her, King Charles II lifts the ban on female stage performers. And just as Maria aided Ned, she needs his help to learn her new profession.",3.127483,/tBzAWltVOWTpw4KNFd6dz02PhqV.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2004-09-03,776691.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She was the first of her kind. He was the last of his.,Stage Beauty,False,7.0,34.0
15269,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,26427,tt0065839,en,Hoffman,"A businessman blackmails his attractive young secretary into spending a weekend with him. Though he's a creep throughout, he gradually emerges as a sympathetic character.",0.322493,/fOJPw4Hvr6fLxX3AEs1dIUDOjPN.jpg,"[{'name': 'Associated British Picture Corporation (ABPC)', 'id': 15913}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1970-01-01,0.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hoffman,False,8.0,3.0
19304,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,95506,tt0360839,ja,憎いあンちくしょう,"A celebrity (Yujiro Ishihara), dissatisfied with his personal and professional lives, impulsively leaves fast-paced Tokyo to deliver a much-needed jeep to a remote village. When his controlling manager, the woman he loves (Ruriko Asaoka), follows, the two must reconcile while dodging reporters.",0.57764,/lIS3IoigoMuBZRRarO2wojr9JY3.jpg,"[{'name': 'Nikkatsu', 'id': 955}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1962-01-01,0.0,106.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,I Hate But Love,False,7.3,4.0
37849,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,33486,tt0033781,en,Keep 'Em Flying,"When a barnstorming stunt pilot decides to join the air corps, his two goofball assistants decide to go with him. Since the two are Abbott &amp; Costello, the air corps doesn't know what it's in for.",0.74624,/osKVNokysC4lhkfX2Yv5rjEhW6D.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-11-28,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,As Co-Pilots... They're Co-Riots! They've got the whole Army Air Corps in a sky-high uproar... and sweeping the nation in fun-formation!,Keep 'Em Flying,False,7.0,5.0
30607,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,58545,tt0069094,it,La più bella serata della mia vita,"A successful businessman whose destiny leads him to a secluded Swiss chalet where his life is put on trial by a group of retired law professionals. The men assemble to analyze Sordi's rise to power and his increasingly immoral behavior as he attained success, and the warped perceptions of right and wrong he has adopted to remain successful.",0.588623,/boX6p1G3UKu15aClAYPF66QJNwC.jpg,"[{'name': 'Produzioni De Laurentiis International Manufacturing Company', 'id': 21640}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1972-12-22,0.0,0.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Most Wonderful Evening of My Life,False,7.7,6.0
14732,False,,9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://idiotsacademy.zapak.com/idiotsmain.php,20453,tt1187043,hi,3 Idiots,"In the tradition of “Ferris Bueller’s Day Off” comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",7.675621,/wbE5SRTZFtQxgj2nIo4HJpQDk0k.jpg,"[{'name': 'Vidhu Vinod Chopra Productions', 'id': 3781}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2009-12-23,70000000.0,170.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Don't BE A STUPID BE AN I.D.I.O.T.,3 Idiots,False,7.8,850.0
